,chunk_start,chunk_end,text,confidence,episode_id,chunk_number,paragraph_number
660,5817.467,5827.057,so and you know we have people like Dyson of thought about constructing Dyson spheres around stars to collect all the energy coming out of the star you know that they would be,0.84,,660,146
661,5826.819,5829.424,constructions like that would be visible across base.,0.6900000000000001,,661,146
662,5829.449,5841.146,Um probably even across the Galaxy so and then you know if you think about all of our radio television emissions that have gone out since since the you know 30s and 40s,0.91,,662,147
663,5841.007,5847.438,imagine a million years of that and now hundreds of civilizations doing that when we opened our area is,0.87,,663,147
664,5847.417,5852.605,at this point we got technologically sophisticated enough in the Space Age we should have.,0.76,,664,147
665,5853.043,5859.87,Heard a cacophony of voices should have joined a cacophony of voices and what we did we open our ears and we heard nothing,0.81,,665,148
666,5859.795,5874.633,and many people who argue that there are aliens would say well we haven't really done exhaustive search yet and maybe we're looking in the wrong bands and and we've got the wrong devices and we wouldn't notice what an alien form was likely be so different to what we're used to but,0.89,,666,148
667,5874.559,5883.213,you know I know I don't really buy that that it shouldn't be as difficult as that like we I think we've searched enough there should be if it were everywhere if it was at yeah it should be everywhere,0.88,,667,148
668,5883.174,5892.53,we should see Dyson spheres being put up son's blinking in and out you know there should be a lot of evidence for those things and then there are other people argue well the sort of safari view of like well we're,0.76,,668,148
669,5892.492,5903.234,A Primitive species still cannot spacefaring out and and and we're you know there's some kind of global like Universal rule not to interfere Star Trek will but like look we can't even called me humans,0.8,,669,148
670,5903.204,5917.719,to deal with climate change and where one species what it what is the chance that of all of these different human civilization you know alien civilizations they would have the same priorities and and and and agree or cross the you know these kind of matters and even if that was true.,0.87,,670,148
671,5917.716,5930.583,And we were in some sort of Safar week for our own good to me that's not much different from the simulation hypothesis because what does it mean the simulation hypothesis I think in its most fundamental level it means what we're seeing is not quite reality,0.85,,671,149
672,5930.517,5936.101,what it's something there's something more deeper underlying it may be computational now if we were in a,0.79,,672,149
673,5936.008,5947.444,if we were in a sort of safari park and everything we were seeing was a hologram and is projected by the aliens or whatever that to me is not much different than thinking we're inside of Another Universe because we still can't see,0.75,,673,149
674,5947.378,5952.387,true reality right I mean there's there's other explanations it could be that.,0.71,,674,149
675,5952.618,5963.396,The way they're communicating is just fundamentally different that were too dumb to understand the much better methods of communication that have it could be I mean it's silly to say but,0.8200000000000001,,675,150
676,5963.339,5972.992,our own thoughts could be the methods by which they're communicating like the place for which your ideas writers talk about this like the Muse yeah the the,0.84,,676,150
677,5972.953,5983.219,it sounds like very kind of wild but it could be thoughts it could be some interactions with our mind that we think are originating from.,0.79,,677,150
678,5983.315,5986.199,Us is actually something that.,0.91,,678,150
679,5986.997,6000.756,Coming from other life forms elsewhere Consciousness itself might be that it could be but I couldn't see any sensible argument to the why would all of the alien species be using this way yes some of them will be more primitive they would be close to our level.,0.85,,679,151
680,6000.77,6010.298,You know they would there should be a whole sort of normal distribution of these things right some would be aggressive some would be spent you know a curious others would be very stoic:,0.87,,680,151
681,6010.277,6016.96,philosophical because you know maybe there are million years older than us but it's not it shouldn't be like what I mean one,0.91,,681,151
682,6016.93,6030.805,one alien civilization might be like that communicating thoughts and others but I don't see why you know potentially the hundreds they should be would be uniform in this way right it could be a violent dictatorship that do the people the alien civilizations that.,0.8300000000000001,,682,151
683,6031.189,6035.198,Become successful become.,0.91,,683,152
684,6036.06,6044.731,Gain the ability to be destructive an order of magnitude more destructive but of course the the sad thought.,0.84,,684,153
685,6045.746,6053.454,Wow either humans are very special we took a lot of leaps that arrived at what it means to be human yeah.,0.91,,685,154
686,6053.623,6063.6,There's a question there which was the hardest which was the most special but also others have reached this level I may be many others have reached this level,0.9,,686,154
687,6063.543,6065.959,the great filter.,0.91,,687,154
688,6066.226,6078.112,That's prevented them from going farther to becoming a multiplanetary species are reaching out into the stars and those are really important questions for us weather.,0.9,,688,155
689,6078.325,6088.096,Whether there's other alien civilizations out there are not this is very useful for us to think about if we destroy ourselves how will we do it and how easy is it to do,0.91,,689,155
690,6088.092,6095.27,yeah well he and these are Big questions and I thought about these a lot but the interesting thing is that if we're if we're alone.,0.73,,690,155
691,6095.717,6101.455,That's somewhat comforting from the great filter perspective because it probably means the great filters were Behar past us,0.86,,691,156
692,6101.398,6109.188,I'm pretty sure they are so the buy-in going back to your origin of Life question there are some incredible things that no one knows how happened like obviously the first.,0.84,,692,156
693,6109.293,6113.077,Life form from chemical soup that's seems pretty hard,0.84,,693,156
694,6112.948,6126.986,but I would suggest the multicellular I wouldn't be that surprised if we saw a single level such as single cells sort of life forms elsewhere bacterial type things but multicellular life seems incredibly hard that step of you know capturing mitochondria and then.,0.8200000000000001,,694,156
695,6127.001,6134.178,Sort of using that as part of yourself you know when you've just eaten would you say that's the biggest the most like.,0.85,,695,156
696,6135.066,6142.866,If you had to choose one sort of Hitchhiker's Guide to the Galaxy one sentence summary of like oh those clever creatures,0.8,,696,157
697,6142.764,6152.542,did this that would be the Multiverse I think that's probably the one that's the biggest I mean there's a great book called The 10 grand in four great inventions of evolution by Nick Lane any speculates on 10,0.79,,697,157
698,6152.45,6165.866,ten of these you know what could be great filters I think that's one I think the Advent of of intelligence and conscious intelligence and in order to you know to us to be able to do science and things like that is huge as well,0.81,,698,157
699,6165.701,6179.414,I mean it's only evolved once as far as you know in Earth history so that would be a later candidate but there's certainly for the early candidates I think multicellular life forms is huge by the way work it's interesting to ask you,0.79,,699,157
700,6179.367,6186.58,if you can hypothesize about what is the origin of intelligence is it that we started.,0.89,,700,157
701,6186.983,6194.458,Cooking meat over fire is it that we somehow figured out that we could be very powerful and start collaborating so,0.9,,701,158
702,6194.427,6199.337,cooperation between our ancestors.,0.91,,702,158
703,6199.36,6205.989,So that we can overthrow the alpha male what is it Richard I talked to Richard random who thinks we're all just,0.84,,703,158
704,6205.878,6214.514,beta males who figured out how to collaborate to defeat the one that the dictator that authored Terrian alpha male that control the tribe.,0.68,,704,158
705,6214.7,6221.797,Is there another explanation did was there 2001 Space Odyssey type of monolith yeah they came down to earth,0.85,,705,159
706,6221.74,6227.82,well I think I think all of those things you suggest a good candidates fire and and cooking right so,0.78,,706,159
707,6227.78,6233.608,that's clearly modern fan it for energy you know Energy Efficiency cooking our meat and then.,0.77,,707,159
708,6233.641,6242.241,And then being able to to be more efficient about eating it and getting a consuming the energy I didn't ask you Jin then utilizing fire and tools,0.84,,708,160
709,6242.194,6255.349,I think you're right about the the tribal Corporation aspects and probably language as part of that yes because probably that's what allowed us to out-compete neanderthals and and perhaps less Cooperative species so so that may be the case,0.79,,709,160
710,6255.139,6257.491,tool making Spears axes.,0.66,,710,160
711,6257.506,6269.32,I think that let us I mean I think it's pretty clear now that humans were responsible for a lot of the extensions of megafauna especially in Norton in the Americas when humans arrived so you can imagine,0.85,,711,160
712,6269.128,6278.566,once you discover tool usage how powerful that would have been and how scary for animals so I think all of those could have been explanations for it now the interesting thing is,0.91,,712,160
713,6278.535,6282.661,that is a bit like general intelligence to is it's very costly to begin with,0.84,,713,160
714,6282.587,6296.543,to have a brain and especially a general-purpose brain rather than special-purpose one because he might have energy our brains use I think it's like 20% of the body's energy and its massive and then you're thinking chess one of the funny things are that we used to say is it as much as,0.81,,714,160
715,6296.513,6299.793,a racing driver uses for a whole you know Formula One race,0.84,,715,160
716,6299.763,6310.712,if just playing a game of you know serious high-level chess which we know you wouldn't think just sitting there because the brains using so much energy so in order for an animal an organism to justify that,0.81,,716,160
717,6310.637,6313.602,there has to be a huge payoff.,0.8,,717,160
718,6313.725,6323.162,And the problem with with half a brain or path you know intelligence saying IQs of you know of like a monkey brain it's.,0.91,,718,161
719,6323.466,6338.43,It's not clear you can justify that evolutionary until you get to the humor level brain and so but how do you how do you do that jump it's very difficult which is why I think it's only been done once from the sort of specialized brains that you see an animal's to this sort of general purpose,0.8,,719,162
720,6338.355,6342.22,cheering powerful brains that humans have,0.91,,720,162
721,6342.047,6358.19,and which allows us to invent the modern modern world and you know it takes a lot to to cross that barrier and I think we've seen the same with AI systems which is that maybe until very recently it's always been easier to craft a specific solution to a problem like chess.,0.89,,721,162
722,6358.197,6369.803,Then it has been to build a general Learning System that can potentially do many things because initially that system will be way worse than less efficient than the specialized system so one of the interesting,0.91,,722,162
723,6369.675,6377.311,corks of the human mind of this evolved system is that it appears to be conscious,0.86,,723,162
724,6377.191,6381.47,this thing that we don't quite understand but it seems very,0.91,,724,162
725,6381.413,6392.435,very special ability to have a subjective experience that it feels like something to eat a cookie the deliciousness of it or see a color and that kind of stuff do you think,0.85,,725,162
726,6392.261,6400.807,in order to solve intelligence we also need to solve Consciousness along the way do you think AGI systems need to have Consciousness in order to.,0.89,,726,162
727,6401.029,6403.886,Be truly intelligent,0.91,,727,163
728,6403.829,6411.691,yeah we thought about this a lot actually and I think that my guess is that Consciousness and intelligence are double dissociable,0.86,,728,163
729,6411.661,6419.01,so you can have one without the other both ways and I think you can see that with Consciousness in that I think some animals,0.84,,729,163
730,6418.989,6427.4,pets if you have a pet dog or something like that you can see some of the higher animals and dolphins things like that are have self-awareness.,0.88,,730,163
731,6427.514,6431.91,And a very sociable seem to dream,0.9,,731,164
732,6431.709,6440.354,you know those kinds of a lot of the traits one would regard as being kind of conscious and self-aware and but yet they're not that smart,0.91,,732,164
733,6440.18,6448.753,right so they're not that intelligent bye-bye say IQ standards or something like that yeah it's also possible that our understanding of intelligence is flawed,0.8,,733,164
734,6448.678,6458.485,like putting an IQ to it sure maybe the thing that a dog can do is actually gone a very far along the path of intelligence that we humans are just able to,0.85,,734,164
735,6458.374,6470.17,play chess and maybe write poems right but if we go back to the idea of AGI and general intelligence you know dogs are very specialized white most animals are pretty specialized they can be amazing at what they do but they're like kind of Elite Sports,0.8,,735,164
736,6470.086,6473.293,Sports people or something right so they are they having,0.76,,736,164
737,6473.11,6494.701,extremely well because the entire brain is optimized if somehow convince the entirety of the human population to feed them and service them so in some way they're controlling yes exactly what we co-evolved to some crazy degree right including the the way the dogs you know even even wag their tails and twist their noses right we find we finding inexorably cute yeah,0.8300000000000001,,737,164
738,6494.491,6501.039,but I think you can also see Intelligence on the other side so systems like artificial systems that are amazingly.,0.81,,738,164
739,6501.216,6514.236,Smalt at certain things like maybe playing go and chess and some other things but they don't feel at all in any shape or form conscious in the way that you know you do to me or I do to you and.,0.76,,739,165
740,6514.548,6517.26,And I think actually building a.,0.91,,740,166
741,6517.293,6526.164,Is these intelligent constructs is one of the best ways to explore the mystery of Consciousness to break it down because we're going to have,0.9,,741,166
742,6526.116,6529.45,devices that are pretty smart,0.91,,742,166
743,6529.383,6538.308,at certain things or capable certain things but potentially won't have any semblance of self-awareness or other things and in fact I would advocate.,0.85,,743,166
744,6538.503,6539.848,If there's a choice,0.91,,744,166
745,6539.718,6554.341,Building Systems in the first place AI systems that are not conscious to begin with I just tools until we understand them better and and the capabilities better so on the topic just not as the CEO of deepmind.,0.79,,745,166
746,6554.716,6562.668,Just as a human being let me ask you about this one particular anecdotal evidence of the Google engineer who made a comment.,0.8,,746,167
747,6562.917,6571.689,Or believed that there are some aspect of language model the Lambda language model that exhibited sentience.,0.91,,747,168
748,6571.811,6580.097,See said you believe there might be a responsibility to build systems that are not sentient and this experience of a particular engineer I think.,0.77,,748,168
749,6580.337,6585.101,Lot to get your general opinion this kind of thing but I think it will happen more and more and more.,0.72,,749,168
750,6585.432,6595.527,Which not one Engineers but when people out there that don't have an engineering background start interacting with increasingly intelligent systems we anthropomorphize them,0.84,,750,169
751,6595.524,6606.653,they start to have deep impactful interactions with us in a way that we miss them yeah when they're gone and we sure as heck feel like.,0.8,,751,169
752,6606.74,6614.512,Living entities self-aware entities and maybe even we project sentience onto them so what's your thought about this particular.,0.8300000000000001,,752,169
753,6614.842,6616.988,System was is.,0.91,,753,170
754,6617.174,6625.81,Have you ever met a language model that sentient not recognize no no what do you make of the case of when you kind of feel.,0.8,,754,170
755,6625.933,6628.582,That there's some elements of sentience to this system.,0.87,,755,170
756,6628.76,6642.959,Yeah so this is you know an interesting question and you'll see a very fundamental one so the first thing to say is I think that none of the systems we have today I would say even have one iota of semblance of Consciousness or sentience that's my.,0.7000000000000001,,756,171
757,6643.011,6657.12,Personal feeling interacting with them every day so I think this way premature to be discussing what that engineer talked about I preach I think at the moment it's more of a projection of our the way our own minds work which is to see,0.78,,757,171
758,6657.054,6669.498,sort of purpose and direction in almost anything that we you know our brains are trained to interpret agency basically in things even in an inanimate things sometimes and of course with.,0.91,,758,171
759,6669.513,6678.581,A language system because language is so fundamental to intelligence that's going to be easy for us to anthropomorphize that I mean back in the day even the first.,0.91,,759,171
760,6678.677,6686.287,The dumbest sort of template chatbots ever Eliza and and and and the ilk of the original chatbots back in the 60s,0.81,,760,171
761,6686.194,6695.262,full some people under certain circumstances right a bit tender to be a psychologist so just basically rabbit back to you the same question you asked it back to you,0.74,,761,171
762,6695.052,6709.756,and some people believe that so I don't think we can this is why I think the Turing test is a little bit flawed as a formal test because it depends on the sophistication of the of the judge whether or not they are qualified to make that distinction so.,0.91,,762,171
763,6710.14,6724.736,I think we should talk to you know the top philosophers about this people like Daniel Dennett and David Chalmers and others who've obviously thought deeply about consciousness of course Consciousness itself hasn't been well there's no agreed definition if I was,0.9,,763,172
764,6724.688,6727.05,you know speculate about that.,0.91,,764,172
765,6727.056,6743.28,You know I kind of the deaf at the working definition I like is it's the way information feels when you know it gets processed I think maybe Max tegmark came up with that I like that idea and if it helps us get towards any more operational thing but it's I think it's a nice way of viewing it,0.8200000000000001,,765,172
766,6743.052,6754.119,I think we can obviously see from Neuroscience certain prerequisites that are required like self-awareness I think is necessary but not sufficient component this idea of a self and other,0.9,,766,172
767,6753.936,6771.296,and self coherent preferences that are coherent overtime you know these things are maybe memory these things are probably needed for a sentient or conscious being but the reason that the difficult thing I think for us when we get and I think this is a really interesting philosophical debate is,0.78,,767,172
768,6771.158,6780.955,when we get closer to a GI and and you know and and much more powerful systems than we have today how we going to make this judgment and,0.8,,768,172
769,6780.826,6787.751,one way which is the Turing test is sort of a behavioral judgment is is the system exhibiting all the behaviors,0.77,,769,172
770,6787.551,6798.644,the human sentient or sentient being would exhibit is it answering the right questions is saying the right things is it indistinguishable from a human and so on.,0.8200000000000001,,770,172
771,6799.226,6813.732,But I think there's a second thing that makes us as humans regard each other a sentient why do we why do we think this and I debated this with Daniel Dennett and I think there's a second reason that's over often overlooked which is that we're running on the same substrate,0.84,,771,173
772,6813.649,6827.767,right so if we're exhibiting the same behavior more or less as humans and we're running on the same you know carbon-based biological substrate the squishy you know few pounds of Flesh in our skulls then the most parsimonious I think,0.91,,772,173
773,6827.638,6836.319,explanation is that you're feeling the same thing as I'm feeling right but we will never have that second part the substrate equivalence with a machine.,0.89,,773,173
774,6836.415,6841.864,Right so we will have to only judge based on the behavior and I think the substrate equivalents,0.85,,774,173
775,6841.807,6856.241,is a critical part of why we make assumptions that we are conscious and in fact even with with animals high-level animals why we think they might be because they're exhibiting some of the behaviors we would expect from a sentient animal and we know they're made of the same things biological neurons so we're going to have to come up with.,0.8200000000000001,,775,173
776,6857.066,6869.51,Explanations or models of the gap between substrate differences between machines and humans did to get anywhere beyond the behavioral but to me the Practical question is.,0.89,,776,174
777,6869.688,6879.548,Very interesting very important when you have millions perhaps billions of people believing that you have a sentient AI believing what that Google engineer believed.,0.8200000000000001,,777,174
778,6879.896,6887.038,Which I just see is an obvious very near-term future thing certainly on the path to a GI,0.9,,778,175
779,6887.008,6896.886,how does that change the world what's the responsibility of the AI system to help those millions of people and also what's the ethical thing because,0.91,,779,175
780,6896.856,6905.42,you can you can make a lot of people happy by creating a meaningful deep experience with the system.,0.84,,780,175
781,6905.931,6915.458,That's faking it before makes it yeah and I don't is a weed the right who is this a what's the right thing to do.,0.86,,781,176
782,6915.563,6923.002,Should a I always be tools like shy what why are we constraining I asked those be tools as opposed to.,0.8,,782,177
783,6923.071,6930.104,Friends yeah I think well I mean these are you know that you know fantastic questions and also critical ones,0.79,,783,177
784,6929.904,6945.67,and we've been thinking about this since the start of the mine and before that because we plan for success and you know how you know have a remote that look like back in 2010 and we've always had sort of these ethical considerations as fundamental a deep mind,0.77,,784,177
785,6945.505,6951.953,my current thinking on the language models is and and large models is they're not ready we don't understand them well enough yet.,0.84,,785,177
786,6952.04,6961.351,And you know in terms of analysis tools and and guardrails what they can and can't do and so on to deploy them at scale because I think,0.8,,786,177
787,6961.15,6968.913,you know there are big still ethical questions like should an AI system always announce that it is an AI system to begin with probably yes,0.88,,787,177
788,6968.721,6980.409,it what do you do about answering those philosophical questions about the feelings people may have about AI systems perhaps incorrectly attributed so I think there's a whole bunch of research that needs to be done first.,0.85,,788,177
789,6980.488,6989.349,To responsibly before we you know you can responsibly deploy these systems at scale that would be at least be my current position over time,0.81,,789,177
790,6989.265,7000.412,I'm very confident we'll have those tools to like interpretability questions and Analysis questions and then with the ethical quandary you know I think.,0.78,,790,177
791,7000.895,7007.686,It's important to look Beyond just science that's why I think philosophy social sciences,0.86,,791,178
792,7007.584,7019.434,even theology other things like that come into it where would it you know Arts and Humanities what what does it mean to be human and the spirit of Being Human and and to enhance that and and The Human Condition,0.8,,792,178
793,7019.314,7027.563,right and allow us to experience things we could never experience before and improve the overall Human Condition and Humanity overall you know get radical abundance,0.8300000000000001,,793,178
794,7027.497,7036.61,so many scientific problem solved disease so this is the era I think this is the amazing ear I think we're heading into if we do it right but we've got to be careful.,0.76,,794,178
795,7036.644,7045.856,We've already seen with things like social media how dual-use Technologies can be misused by firstly by bad Hyuna p Bad actors,0.87,,795,179
796,7045.781,7047.953,naive actors or crazy actors,0.77,,796,179
797,7047.878,7056.073,right so there's that set of just the common or garden use misuse of existing dual-use technology and then of course there's an additional,0.8300000000000001,,797,179
798,7055.864,7068.802,thing that has to be overcome with a either eventually it may have its own agency so it could be good or bad in it in a bit self so I think these questions have to be approached very carefully,0.8300000000000001,,798,179
799,7069.267,7080.1,using the scientific method I would say in terms of hypothesis generation careful control testing not live a be testing out in the world because with powerful to do with Technologies like AI,0.87,,799,179
800,7079.882,7096.566,if something goes wrong it may cause you know a lot of harm before you can fix it it's not like a you know an imaging app or game app where you know the if if something goes wrong it's relatively easy to fix and the harm is relatively small so I think it comes with you know the,0.87,,800,179
801,7096.355,7099.464,the usual cliche of light with a lot of,0.81,,801,179
802,7099.435,7107.71,power comes a lot of responsibility and I think that's the case here with things like AI given the enormous opportunity in front of us and I think.,0.86,,802,179
803,7107.815,7114.894,We need a lot of voices and as many inputs into things like the design of the systems and the values,0.91,,803,180
804,7114.855,7122.465,they should have and what goals should they be put to I think as wider group of voices as possible beyond just the technologist is needed,0.9,,804,180
805,7122.408,7134.483,add to input into that and to have a say in that especially when it comes to deployment of these systems which is when the rubber really hits the road it really affects the general person in the street rather than fundamental research and that's why I say.,0.8300000000000001,,805,180
806,7134.966,7140.694,I think as a first step it would be better if we have the choice to build these systems as tools,0.89,,806,181
807,7140.493,7145.826,to give and I'm not saying that it should never they should never go beyond tools because of course the potential is there,0.85,,807,181
808,7145.625,7156.682,way to go way Beyond just tools but I think that would be a good first step in order for us to you know allow us to carefully experiment understand what these things can do,0.78,,808,181
809,7156.572,7171.671,so the leap between tool to sentient entity being as long as you take very careful yes let me ask a dark personal question so you're one of the most brilliant people in the a community also one of the most,0.91,,809,181
810,7180.014,7185.211,creation of a super intelligent AI system would be one of the most.,0.9,,810,181
811,7185.532,7198.993,Powerful things in the world tools or otherwise and again as the old saying goes power corrupts and absolute power corrupts absolutely you are,0.91,,811,182
812,7198.855,7200.587,likely.,0.91,,812,182
813,7201.07,7210.868,To be one of the people but I would say probably the most likely person to be in the control such a system do you think about.,0.9,,813,183
814,7210.963,7223.408,The corrupting nature of power when you talk about these kinds of systems that as all dictators and people have caused atrocities in the past always think they're doing good.,0.91,,814,183
815,7223.584,7235.983,But they don't do good because the power is polluted their mind about what is good and what is evil do you think about the stuff are we just focused on language model yeah I think about them all the time and you know I think.,0.85,,815,183
816,7236.494,7244.5,What are the defenses against that I think one thing is to remain very grounded and sort of humble no matter what you do or achieve.,0.84,,816,184
817,7244.668,7255.014,And I tried to do that I might you know my best friends are still my set of friends from my undergraduate Cambridge days my family's you know and and friends are very important.,0.89,,817,184
818,7255.092,7258.39,I've always I think trying to be a multidisciplinary person,0.86,,818,185
819,7258.217,7266.979,it helps to keep you humble because no matter how good you are at one topic someone will be better than you at that and it and always re learning a new topic again from scratch,0.87,,819,185
820,7266.787,7272.262,is a new field is very humbling right so for me that's been biology over the last five years,0.91,,820,185
821,7272.044,7296.911,you know huge area topic and and and it spins and I just love doing that but it helps to keep you grounded like and keeps you open-minded and and then the other important thing is to have a really group amazing set of people around you at your company or your organization who are also very ethical and grounded themselves and help to keep you that way and then ultimately just to answer your question I hope we're going to be a big part of,0.76,,821,185
822,7296.692,7312.215,of birthing Ai and that being the greatest benefit to humanity of any tool or technology ever and and getting out into a world of radical abundance and curing diseases and and and and solving many of the big challenges we have in front of us and then ultimately,0.84,,822,185
823,7311.996,7321.901,you know help the ultimate flourishing of humanity to travel the stars and find those aliens if they are there and if they're not there find out why they're not there what is going on here in the universe.,0.8200000000000001,,823,185
824,7321.709,7330.264,Um this is all to come and and that's what I've always dreamed about but I don't think I think AI is too big an idea it's not going to be,0.87,,824,186
825,7330.073,7339.618,Adele be a certain set of pioneers who get their first I hope to other we're in the Vanguard so we can influence how that goes and I think it matters who builds who which which,0.73,,825,186
826,7339.426,7348.926,cultures they come from and what values they have the Builders of AI systems because I think even though the AI system is going to learn for itself most of its knowledge they'll be a residue,0.89,,826,186
827,7348.725,7357.163,in the system of the culture and the values of the creators of the system and there's interesting questions to discuss about that geopolitically.,0.87,,827,186
828,7357.196,7363.267,You know different cultures as we're going to more fragmented while than ever unfortunately I think in terms of global cooperation,0.79,,828,187
829,7363.038,7380.317,we see that in things like climate where we can't seem to get our act together globally to cooperate on these pressing matters I hope that will change over time perhaps you know if we get to an Era of radical abundance we don't have to be so competitive anymore maybe we can be more Cooperative if resources aren't so scared,0.91,,829,187
830,7380.161,7382.873,it's true that in terms of,0.91,,830,187
831,7382.762,7396.845,power corrupting and leading to destructive things it seems that some of the atrocities of the past happen when there's a significant constraint on resources I think that's the first thing I don't think that's a no I think scarcity is one thing that's led to,0.81,,831,187
832,7396.77,7409.07,competition distract you know sort of Zero Sum game thinking I would like us to all be in a positive some world and I think for that you have to remove scarcity I don't think that's enough unfortunately to get well piece because there's also other corrupting things like,0.74,,832,187
833,7409.068,7420.251,wanting power over people and this kind of stuff which is not necessarily Satisfied by by just abundance but I think it will help and I think but I think ultimately AI is not,0.91,,833,187
834,7420.113,7430.171,going to be run by any one person or one organization I think it should belong to the world belong to humanity and I think may have been many they'll be many ways this will happen and ultimately,0.8300000000000001,,834,187
835,7430.007,7437.167,everybody should have a say in that do you have advice for young people,0.91,,835,187
836,7437.092,7444.539,in high school and college maybe if they're interested in AI or interesting having a.,0.91,,836,187
837,7444.662,7450.778,A big impact on the world what they should do to have a career that can be proud of her to have a life that could be proud.,0.89,,837,188
838,7450.829,7464.254,I love giving talks to the Next Generation what I say to them is actually two things I think the most important things to learn about and to find out about when you're when you're young is what are your true passions is first of all as two things one is,0.85,,838,188
839,7464.125,7470.483,find your true passions and I think you can do that by the way to do that is to explore as many things as possible,0.85,,839,188
840,7470.48,7485.193,when you're young and you have the time and you can take those risks I would also encourage people to look at the finding the connections between things in a unique way I think that's a really great way to find a passion second thing I would say advises.,0.91,,840,188
841,7485.298,7488.407,Know yourself so spend a lot of time.,0.88,,841,188
842,7489.016,7495.411,Understanding how you work best like what are the optimal times to work wanted optimal ways that you study,0.8200000000000001,,842,189
843,7495.408,7506.439,what are your how do you deal with pressure sort of test yourself in various scenarios and try and improve your weaknesses but also find out what your unique skills and strengths are.,0.91,,843,189
844,7506.535,7508.068,And then home those,0.8,,844,189
845,7508.011,7518.33,so then that's what your will be your Super Value in the world later on and if you can then combine those two things and find passions that you're genuinely excited about the intersect,0.75,,845,189
846,7518.274,7521.202,with what your unique strong skills are.,0.91,,846,189
847,7521.217,7529.53,Then you're you know you're onto something incredible and you know I think you can make a huge difference in the world so let me ask about know yourself this is fun,0.8200000000000001,,847,189
848,7529.445,7536.84,this is fun quick questions about Day in the Life the perfect day the perfect productive day in the life of domicile yeah.,0.84,,848,189
849,7537.043,7540.674,Maybe maybe these days your.,0.89,,849,189
850,7540.77,7548.119,There's a lot involved yes maybe a slightly younger Tempest aside yeah when you could focus on a single project Maybe.,0.72,,850,189
851,7549.088,7554.403,How early do you wake up what you night owl do you wake up early in the morning what are some interesting habits.,0.74,,851,190
852,7554.697,7561.721,How many dozens of cups of coffees do you drink a day what's the computer that you use.,0.8200000000000001,,852,191
853,7561.935,7572.786,What's the setup how many screens will kind of keyboard are we talking emacs Vim or we talking something more modern just a bunch of those questions so maybe day in the life,0.8300000000000001,,853,191
854,7572.63,7580.86,what what's the perfect day involve well these days it's quite different from say 10 20 years ago back 10 20 years ago it would have been.,0.71,,854,191
855,7580.957,7583.633,You know whole day of.,0.9,,855,191
856,7583.792,7595.624,Research individual research or programming doing some experiment Neuroscience computer science experiment reading lots of research papers and then perhaps at night time you know,0.89,,856,191
857,7595.55,7599.261,reading science fiction books or,0.91,,857,191
858,7599.105,7605.914,playing some games but I lots of focus or the Deep focused work on whether it's.,0.81,,858,191
859,7605.794,7619.354,Programming or reading research paper yes yes so that would be lots of debris for a now Focus work these days for the last sort of I guess you know five to ten years I've actually got quite a structure that works very well for me now which is that,0.86,,859,192
860,7619.162,7636.161,um I'm a Knight complete Night Owl always have been so I optimized for that so you know I get it you know I basically do a normal day as well get into work about 11:00 and sort of do worked about seven in the office and I will arrange back-to-back meetings for the entire time,0.74,,860,192
861,7635.979,7647.621,that and with as many meet as many people as possible so that's my collaboration management part of the day then I go home spend time with the family and friends have dinner,0.9,,861,192
862,7647.457,7664.24,relax a little bit and then I start a second day of work I call it my second day of work around 10 p.m. 11 p.m. and that's the time to learn about the small hours of the morning for five in the morning where I will do my thinking and reading a research writing research papers,0.87,,862,192
863,7664.038,7685.422,um sadly don't have time to code anymore but it's not efficient to to do that these days given them our time I have but that's when I do you know maybe do the long kind of stretches of thinking and planning and then probably you know using using email other things I would set I would fire off a lot of things to my team for to deal with the next morning,0.76,,863,192
864,7685.212,7690.796,for actually thinking about this overnight we should go for this project or arrange this meeting the next day.,0.72,,864,192
865,7690.667,7700.429,When you think it through a problem I'm talking about sheet of paper with a pen pen is there some it depends structure chili sauce I still like pencil and paper best for working out things.,0.84,,865,193
866,7700.417,7712.699,But these days it's just so efficient to read research papers just on the screen my still often print them out actually I still prefer to Mark out things and if I find it goes into the brain quick better and sticks in the brain better when your,0.8300000000000001,,866,194
867,7712.48,7722.277,you're still using physical pen and pencil and paper so you take notes with the have lots of notes electronic ones and also whole stacks of notebooks that,0.81,,867,194
868,7722.058,7731.063,that I use at home yeah some of these most challenging next steps for example stuff none of us know about that you're working on your thinking.,0.9,,868,194
869,7731.403,7737.041,There's some deep thinking required there right like what what is the right problem what is the right approach.,0.85,,869,195
870,7737.083,7747.52,Because there you're going to have to invest a huge amount of time for the whole team they're going to have to pursue this thing what's the right way to do it as are all going to work here and yes.,0.87,,870,195
871,7747.832,7763.102,What's the right thing to try was the right Benchmark to you you need to construct The Benchmark from scratch all those kinds of things yes so I think of all those kind of things and then might time phase but also much more I find I've always found the quiet hours of the morning,0.86,,871,196
872,7762.919,7765.155,when everyone's asleep,0.89,,872,196
873,7765.008,7775.741,it's super quiet outside I love that time so the golden hours like between like 1:00 and 3:00 in the morning put some music on some inspiring music on and then,0.8,,873,196
874,7775.649,7780.729,I think these deep thoughts so that's when I would read you know my philosophy books and,0.78,,874,196
875,7780.537,7788.399,Spinoza is my you know recent favorite can all these things and you know read about a great,0.89,,875,196
